b_362_13122_1.py,1,0,1,0,1,0,0,0,0,0
b_362_23128_1.py,1,0,0,1,1,0,0,0,0,0
c_362_23128_2.py,1,1,1,1,1,0,0,0,0,0
b_362_15509_1.py,0,1,0,0,0,0,0,0,0,0
c_362_15509_2.py,1,1,1,1,1,0,0,0,0,0
b_362_14908_1.py,0,1,0,0,1,0,0,0,0,0
c_362_14908_2.py,1,1,1,1,1,0,0,0,0,0
b_362_47553_1.py,0,1,0,1,0,0,0,0,0,0
c_362_47553_2.py,1,1,1,1,1,0,0,0,0,0
b_362_42466_1.py,0,0,1,1,0,0,0,0,0,0
c_362_42466_2.py,1,1,1,1,1,0,0,0,0,0
b_362_49681_1.py,0,0,1,1,0,0,0,0,0,0
c_362_49681_2.py,1,1,1,1,1,0,0,0,0,0
b_362_23662_1.py,0,0,0,1,0,0,0,0,0,0
c_362_23662_2.py,1,1,1,1,1,0,0,0,0,0
b_362_18405_1.py,1,0,0,0,0,0,0,0,0,0
c_362_18405_2.py,1,1,1,1,1,0,0,0,0,0
b_362_27865_1.py,0,0,0,0,0,0,0,0,0,0
c_362_27865_2.py,1,1,1,1,1,0,0,0,0,0
b_362_43876_1.py,0,1,1,0,0,0,0,0,0,0
c_362_43876_2.py,1,1,1,1,1,0,0,0,0,0
b_362_3777_1.py,0,1,1,0,1,0,0,0,0,0
c_362_3777_2.py,1,1,1,1,1,0,0,0,0,0
b_362_28251_1.py,1,0,0,0,1,0,0,0,0,0
c_362_28251_2.py,1,1,1,1,1,0,0,0,0,0
b_362_12856_1.py,1,1,1,0,0,0,0,0,0,0
c_362_12856_2.py,1,1,1,1,1,0,0,0,0,0
c_362_2325_1.py,1,1,1,1,1,0,0,0,0,0
b_362_35933_1.py,1,0,1,0,0,0,0,0,0,0
c_362_35933_2.py,1,1,1,1,1,0,0,0,0,0
c_362_20616_1.py,1,1,1,1,1,0,0,0,0,0
c_362_25731_1.py,1,1,1,1,1,0,0,0,0,0
c_362_23109_1.py,1,1,1,1,1,0,0,0,0,0
c_362_8947_1.py,1,1,1,1,1,0,0,0,0,0
b_362_10035_1.py,0,0,0,0,0,0,0,0,0,0
c_362_10035_2.py,1,1,1,1,1,0,0,0,0,0
c_362_19722_1.py,1,1,1,1,1,0,0,0,0,0
b_362_31372_1.py,0,0,0,0,1,0,0,0,0,0
c_362_31372_2.py,1,1,1,1,1,0,0,0,0,0
b_362_953_1.py,0,0,1,0,0,0,0,0,0,0
c_362_953_2.py,1,1,1,1,1,0,0,0,0,0
b_362_33129_1.py,0,1,0,0,1,0,0,0,0,0
c_362_33129_2.py,1,1,1,1,1,0,0,0,0,0
c_362_38450_1.py,1,1,1,1,1,0,0,0,0,0
c_362_18494_1.py,1,1,1,1,1,0,0,0,0,0
b_362_43408_1.py,0,0,0,1,0,0,0,0,0,0
c_362_43408_2.py,1,1,1,1,1,0,0,0,0,0
c_362_14142_1.py,1,1,1,1,1,0,0,0,0,0
c_362_26134_1.py,1,1,1,1,1,0,0,0,0,0
c_362_17026_1.py,1,1,1,1,1,0,0,0,0,0
b_362_48317_1.py,1,0,0,0,0,0,0,0,0,0
c_362_48317_2.py,1,1,1,1,1,0,0,0,0,0
b_362_24985_1.py,1,0,0,1,0,0,0,0,0,0
c_362_39111_1.py,1,1,1,1,1,0,0,0,0,0
b_362_16548_1.py,1,0,0,0,1,0,0,0,0,0
c_362_16548_2.py,1,1,1,1,1,0,0,0,0,0
b_362_21470_1.py,0,0,1,0,0,0,0,0,0,0
c_362_21470_2.py,1,1,1,1,1,0,0,0,0,0
b_362_38932_1.py,1,0,0,1,0,0,0,0,0,0
c_362_38932_2.py,1,1,1,1,1,0,0,0,0,0
b_362_1204_1.py,0,1,0,0,0,0,0,0,0,0
c_362_1204_2.py,1,1,1,1,1,0,0,0,0,0
c_362_44350_1.py,1,1,1,1,1,0,0,0,0,0
b_362_28996_1.py,0,0,0,0,0,0,0,0,0,0
c_362_28996_2.py,1,1,1,1,1,0,0,0,0,0
c_362_2778_1.py,1,1,1,1,1,0,0,0,0,0
b_362_40805_1.py,1,0,1,0,1,0,0,0,0,0
c_362_40805_2.py,1,1,1,1,1,0,0,0,0,0
b_362_38441_1.py,0,0,1,1,0,0,0,0,0,0
c_362_38441_2.py,1,1,1,1,1,0,0,0,0,0
c_362_9279_1.py,1,1,1,1,1,0,0,0,0,0
b_362_21342_1.py,1,0,0,0,0,0,0,0,0,0
c_362_21342_2.py,1,1,1,1,1,0,0,0,0,0
b_362_43172_1.py,0,0,0,0,0,0,0,0,0,0
c_362_43172_2.py,1,1,1,1,1,0,0,0,0,0
b_362_39130_1.py,0,0,0,0,1,0,0,0,0,0
c_362_39130_2.py,1,1,1,1,1,0,0,0,0,0
b_362_28887_1.py,0,1,0,0,0,0,0,0,0,0
c_362_28887_2.py,1,1,1,1,1,0,0,0,0,0
c_362_10087_1.py,1,1,1,1,1,0,0,0,0,0
c_362_11073_1.py,1,1,1,1,1,0,0,0,0,0
b_362_22357_1.py,0,1,1,0,1,0,0,0,0,0
c_362_22357_2.py,1,1,1,1,1,0,0,0,0,0
c_362_26547_1.py,1,1,1,1,1,0,0,0,0,0
b_362_47144_1.py,1,0,0,1,0,0,0,0,0,0
c_362_47144_2.py,1,1,1,1,1,0,0,0,0,0
b_362_35664_1.py,0,1,0,0,0,0,0,0,0,0
c_362_35664_2.py,1,1,1,1,1,0,0,0,0,0
b_362_10196_1.py,1,0,0,0,0,0,0,0,0,0
c_362_10196_2.py,1,1,1,1,1,0,0,0,0,0
c_362_19822_1.py,1,1,1,1,1,0,0,0,0,0
b_371_19822_1.py,0,0,1,0,1,0,1,0,0,0
c_371_19822_2.py,0,1,1,1,1,1,1,0,0,0
c_362_7075_1.py,1,1,1,1,1,0,0,0,0,0
b_371_7075_1.py,0,0,0,0,0,0,0,0,0,0
b_371_7075_2.py,0,0,1,1,1,1,0,0,0,0
b_371_7075_3.py,0,1,0,1,0,0,1,0,0,0
c_371_7075_4.py,0,1,1,1,1,1,1,0,0,0
c_362_2292_1.py,1,1,1,1,1,0,0,0,0,0
c_371_2292_1.py,0,1,1,1,1,1,1,0,0,0
c_362_3031_1.py,1,1,1,1,1,0,0,0,0,0
b_371_3031_1.py,0,0,1,0,0,0,0,0,0,0
b_371_3031_2.py,0,1,0,0,0,0,1,0,0,0
b_371_3031_3.py,0,1,0,1,0,0,0,0,0,0
b_371_3031_4.py,0,0,0,1,0,0,0,0,0,0
b_371_3031_5.py,0,0,0,0,1,0,0,0,0,0
b_371_3031_6.py,0,1,1,0,0,1,1,0,0,0
c_371_3031_7.py,0,1,1,1,1,1,1,0,0,0
b_362_37461_1.py,0,0,0,0,0,0,0,0,0,0
c_362_37461_2.py,1,1,1,1,1,0,0,0,0,0
b_371_37461_1.py,0,0,0,0,0,0,0,0,0,0
b_371_37461_2.py,0,1,1,0,0,1,1,0,0,0
b_371_37461_3.py,0,0,0,1,1,0,1,0,0,0
c_371_37461_4.py,0,1,1,1,1,1,1,0,0,0
b_362_43192_1.py,0,0,0,0,0,0,0,0,0,0
c_362_43192_2.py,1,1,1,1,1,0,0,0,0,0
b_371_43192_1.py,0,1,0,0,0,0,0,0,0,0
b_371_43192_2.py,0,1,0,0,0,0,0,0,0,0
b_371_43192_3.py,0,0,0,0,1,0,0,0,0,0
c_371_43192_4.py,0,1,1,1,1,1,1,0,0,0
b_362_26685_1.py,0,0,1,1,0,0,0,0,0,0
c_362_26685_2.py,1,1,1,1,1,0,0,0,0,0
c_371_26685_1.py,0,1,1,1,1,1,1,0,0,0
b_362_45724_1.py,0,0,1,0,0,0,0,0,0,0
c_362_45724_2.py,1,1,1,1,1,0,0,0,0,0
b_371_45724_1.py,0,0,0,1,1,0,0,0,0,0
b_371_45724_2.py,0,0,0,0,1,0,0,0,0,0
c_371_45724_3.py,0,1,1,1,1,1,1,0,0,0
b_362_16092_1.py,0,1,0,0,0,0,0,0,0,0
c_362_16092_2.py,1,1,1,1,1,0,0,0,0,0
b_371_16092_1.py,0,1,1,0,0,0,0,0,0,0
b_371_16092_2.py,0,1,1,0,0,0,0,0,0,0
b_371_16092_3.py,0,1,1,1,0,0,1,0,0,0
